pin,slack
test_0/uGEN_DDS/U100/UCORD/_l10.x[11]_4_cry_18:B,
test_0/uGEN_DDS/U100/UCORD/_l10.x[11]_4_cry_18:C,
test_0/uGEN_DDS/U100/UCORD/_l10.x[11]_4_cry_18:FCI,
test_0/uGEN_DDS/U100/UCORD/_l10.x[11]_4_cry_18:FCO,
test_0/uGEN_DDS/U100/UCORD/_l10.x[11]_4_cry_18:S,
test_0/uGEN_DDS/U100/UCORD/z[6]_1_cry_17:A,
test_0/uGEN_DDS/U100/UCORD/z[6]_1_cry_17:B,
test_0/uGEN_DDS/U100/UCORD/z[6]_1_cry_17:FCI,
test_0/uGEN_DDS/U100/UCORD/z[6]_1_cry_17:FCO,
test_0/uGEN_DDS/U100/UCORD/z[6]_1_cry_17:S,
test_0/uGEN_DDS/U100/UCORD/z[10][27]:ALn,
test_0/uGEN_DDS/U100/UCORD/z[10][27]:CLK,
test_0/uGEN_DDS/U100/UCORD/z[10][27]:D,
test_0/uGEN_DDS/U100/UCORD/z[10][27]:Q,
test_0/uGEN_DDS/U100/UCORD/_l8.y[9]_4_cry_7:A,
test_0/uGEN_DDS/U100/UCORD/_l8.y[9]_4_cry_7:B,
test_0/uGEN_DDS/U100/UCORD/_l8.y[9]_4_cry_7:C,
test_0/uGEN_DDS/U100/UCORD/_l8.y[9]_4_cry_7:FCI,
test_0/uGEN_DDS/U100/UCORD/_l8.y[9]_4_cry_7:FCO,
test_0/uGEN_DDS/U100/UCORD/_l8.y[9]_4_cry_7:S,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_11:A,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_11:B,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_11:C,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_11:FCI,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_11:FCO,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_11:S,
test_0/uGEN_DDS/U100/UCORD/x[7][4]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[7][4]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[7][4]:D,
test_0/uGEN_DDS/U100/UCORD/x[7][4]:Q,
test_0/uGEN_DDS/U100/UCORD/_l22.y[23]_4_cry_9:A,
test_0/uGEN_DDS/U100/UCORD/_l22.y[23]_4_cry_9:B,
test_0/uGEN_DDS/U100/UCORD/_l22.y[23]_4_cry_9:C,
test_0/uGEN_DDS/U100/UCORD/_l22.y[23]_4_cry_9:FCI,
test_0/uGEN_DDS/U100/UCORD/_l22.y[23]_4_cry_9:FCO,
test_0/uGEN_DDS/U100/UCORD/_l22.y[23]_4_cry_9:S,
test_0/uGEN_DDS/U100/WideMult_0/U0/FF_24:IPENn,
test_0/u100/UD100/k_3[1]:A,13997
test_0/u100/UD100/k_3[1]:B,13903
test_0/u100/UD100/k_3[1]:C,13829
test_0/u100/UD100/k_3[1]:D,13715
test_0/u100/UD100/k_3[1]:Y,13715
test_0/uGEN_DDS/U100/UCORD/z[12][7]:ALn,
test_0/uGEN_DDS/U100/UCORD/z[12][7]:CLK,
test_0/uGEN_DDS/U100/UCORD/z[12][7]:D,
test_0/uGEN_DDS/U100/UCORD/z[12][7]:Q,
test_0/u100/n_response_1_1_iv_0_0[24]:A,13160
test_0/u100/n_response_1_1_iv_0_0[24]:B,13076
test_0/u100/n_response_1_1_iv_0_0[24]:C,9871
test_0/u100/n_response_1_1_iv_0_0[24]:D,9976
test_0/u100/n_response_1_1_iv_0_0[24]:Y,9871
test_0/uGEN_DDS/U100/UCORD/_l20.x[21]_4_cry_28:A,
test_0/uGEN_DDS/U100/UCORD/_l20.x[21]_4_cry_28:B,
test_0/uGEN_DDS/U100/UCORD/_l20.x[21]_4_cry_28:C,
test_0/uGEN_DDS/U100/UCORD/_l20.x[21]_4_cry_28:FCI,
test_0/uGEN_DDS/U100/UCORD/_l20.x[21]_4_cry_28:FCO,
test_0/uGEN_DDS/U100/UCORD/_l20.x[21]_4_cry_28:S,
test_0/uGEN_DDS/U100/UCORD/_l14.x[15]_4_cry_24:A,
test_0/uGEN_DDS/U100/UCORD/_l14.x[15]_4_cry_24:B,
test_0/uGEN_DDS/U100/UCORD/_l14.x[15]_4_cry_24:C,
test_0/uGEN_DDS/U100/UCORD/_l14.x[15]_4_cry_24:FCI,
test_0/uGEN_DDS/U100/UCORD/_l14.x[15]_4_cry_24:FCO,
test_0/uGEN_DDS/U100/UCORD/_l14.x[15]_4_cry_24:S,
test_0/uGEN_DDS/U100/UCORD/z[2]_4_cry_2:A,
test_0/uGEN_DDS/U100/UCORD/z[2]_4_cry_2:B,
test_0/uGEN_DDS/U100/UCORD/z[2]_4_cry_2:FCI,
test_0/uGEN_DDS/U100/UCORD/z[2]_4_cry_2:FCO,
test_0/uGEN_DDS/U100/UCORD/z[2]_4_cry_2:S,
test_0/uGEN_DDS/U100/UCORD/x[21][21]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[21][21]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[21][21]:D,
test_0/uGEN_DDS/U100/UCORD/x[21][21]:Q,
test_0/uGEN_DDS/U100/UCORD/y[11][18]:ALn,
test_0/uGEN_DDS/U100/UCORD/y[11][18]:CLK,
test_0/uGEN_DDS/U100/UCORD/y[11][18]:D,
test_0/uGEN_DDS/U100/UCORD/y[11][18]:Q,
test_0/uGEN_DDS/U100/UCORD/x[13][14]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[13][14]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[13][14]:D,
test_0/uGEN_DDS/U100/UCORD/x[13][14]:Q,
test_0/uGEN_DDS/U100/WideMult_1_2/U0/FF_1:IPCLKn,
test_0/uGEN_DDS/U100/WideMult_1_2/U0/FF_1:IPENn,
test_0/u100/UD100/UCRC0/CRC[15]:ALn,13106
test_0/u100/UD100/UCRC0/CRC[15]:CLK,13836
test_0/u100/UD100/UCRC0/CRC[15]:D,14860
test_0/u100/UD100/UCRC0/CRC[15]:EN,14389
test_0/u100/UD100/UCRC0/CRC[15]:Q,13836
test_0/uGEN_DDS/U100/UCORD/_l30.x[31]_4_cry_7:A,
test_0/uGEN_DDS/U100/UCORD/_l30.x[31]_4_cry_7:B,
test_0/uGEN_DDS/U100/UCORD/_l30.x[31]_4_cry_7:C,
test_0/uGEN_DDS/U100/UCORD/_l30.x[31]_4_cry_7:FCI,
test_0/uGEN_DDS/U100/UCORD/_l30.x[31]_4_cry_7:FCO,
test_0/uGEN_DDS/U100/UCORD/_l30.x[31]_4_cry_7:S,
test_0/uGEN_DDS/U100/UCORD/_l5.y[6]_4_cry_6:A,
test_0/uGEN_DDS/U100/UCORD/_l5.y[6]_4_cry_6:B,
test_0/uGEN_DDS/U100/UCORD/_l5.y[6]_4_cry_6:C,
test_0/uGEN_DDS/U100/UCORD/_l5.y[6]_4_cry_6:FCI,
test_0/uGEN_DDS/U100/UCORD/_l5.y[6]_4_cry_6:FCO,
test_0/uGEN_DDS/U100/UCORD/_l5.y[6]_4_cry_6:S,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_7:A,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_7:B,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_7:C,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_7:FCI,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_7:FCO,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_7:S,
test_0/u100/n_response_1_0_iv_RNO[2]:A,12958
test_0/u100/n_response_1_0_iv_RNO[2]:B,10940
test_0/u100/n_response_1_0_iv_RNO[2]:C,11784
test_0/u100/n_response_1_0_iv_RNO[2]:D,7690
test_0/u100/n_response_1_0_iv_RNO[2]:Y,7690
test_0/uGEN_DDS/U100/WideMult_1/U0/CFG_23:IPB,
test_0/uGEN_DDS/U100/WideMult_1/U0/CFG_23:IPC,
test_0/uGEN_DDS/U100/WideMult_1/U0/CFG_23:IPD,
test_0/uGEN_DDS/U100/UCORD/z[8]_1_cry_16:A,
test_0/uGEN_DDS/U100/UCORD/z[8]_1_cry_16:B,
test_0/uGEN_DDS/U100/UCORD/z[8]_1_cry_16:FCI,
test_0/uGEN_DDS/U100/UCORD/z[8]_1_cry_16:FCO,
test_0/uGEN_DDS/U100/UCORD/z[8]_1_cry_16:S,
test_0/uGEN_DDS/U100/UCORD/z[8][23]:ALn,
test_0/uGEN_DDS/U100/UCORD/z[8][23]:CLK,
test_0/uGEN_DDS/U100/UCORD/z[8][23]:D,
test_0/uGEN_DDS/U100/UCORD/z[8][23]:Q,
test_0/uGEN_DDS/U100/UCORD/z[27]_1_cry_7:A,
test_0/uGEN_DDS/U100/UCORD/z[27]_1_cry_7:B,
test_0/uGEN_DDS/U100/UCORD/z[27]_1_cry_7:FCI,
test_0/uGEN_DDS/U100/UCORD/z[27]_1_cry_7:FCO,
test_0/uGEN_DDS/U100/UCORD/z[27]_1_cry_7:S,
test_0/uGEN_DDS/U100/UCORD/x[5][14]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[5][14]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[5][14]:D,
test_0/uGEN_DDS/U100/UCORD/x[5][14]:Q,
test_0/uGEN_DDS/U100/ystart[7]:ALn,
test_0/uGEN_DDS/U100/ystart[7]:CLK,
test_0/uGEN_DDS/U100/ystart[7]:D,
test_0/uGEN_DDS/U100/ystart[7]:EN,
test_0/uGEN_DDS/U100/ystart[7]:Q,
test_0/uGEN_DDS/U100/WideMult_1_2/U0/CFG_14:C,
test_0/uGEN_DDS/U100/WideMult_1_2/U0/CFG_14:IPB,
test_0/uGEN_DDS/U100/WideMult_1_2/U0/CFG_14:IPC,
test_0/uGEN_DDS/U100/UCORD/x[10][17]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[10][17]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[10][17]:D,
test_0/uGEN_DDS/U100/UCORD/x[10][17]:Q,
test_0/uGEN_DDS/U100/UCORD/_l18.x[19]_4_cry_14:A,
test_0/uGEN_DDS/U100/UCORD/_l18.x[19]_4_cry_14:B,
test_0/uGEN_DDS/U100/UCORD/_l18.x[19]_4_cry_14:C,
test_0/uGEN_DDS/U100/UCORD/_l18.x[19]_4_cry_14:FCI,
test_0/uGEN_DDS/U100/UCORD/_l18.x[19]_4_cry_14:FCO,
test_0/uGEN_DDS/U100/UCORD/_l18.x[19]_4_cry_14:S,
test_0/u100/UADC/fifo_level_cry_10:A,10690
test_0/u100/UADC/fifo_level_cry_10:B,10634
test_0/u100/UADC/fifo_level_cry_10:FCI,10528
test_0/u100/UADC/fifo_level_cry_10:FCO,10581
test_0/u100/UADC/fifo_level_cry_10:S,10528
test_0/uGEN_DDS/U100/UCORD/_l16.x[17]_4_cry_32:A,
test_0/uGEN_DDS/U100/UCORD/_l16.x[17]_4_cry_32:B,
test_0/uGEN_DDS/U100/UCORD/_l16.x[17]_4_cry_32:C,
test_0/uGEN_DDS/U100/UCORD/_l16.x[17]_4_cry_32:FCI,
test_0/uGEN_DDS/U100/UCORD/_l16.x[17]_4_cry_32:FCO,
test_0/uGEN_DDS/U100/UCORD/_l16.x[17]_4_cry_32:S,
test_0/uGEN_DDS/U100/UCORD/_l6.y[7]_4_cry_26:A,
test_0/uGEN_DDS/U100/UCORD/_l6.y[7]_4_cry_26:B,
test_0/uGEN_DDS/U100/UCORD/_l6.y[7]_4_cry_26:C,
test_0/uGEN_DDS/U100/UCORD/_l6.y[7]_4_cry_26:FCI,
test_0/uGEN_DDS/U100/UCORD/_l6.y[7]_4_cry_26:FCO,
test_0/uGEN_DDS/U100/UCORD/_l6.y[7]_4_cry_26:S,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_38:A,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_38:B,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_38:C,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_38:FCI,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_38:FCO,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_38:S,
test_0/uGEN_DDS/U100/UCORD/x[31][2]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[31][2]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[31][2]:D,
test_0/uGEN_DDS/U100/UCORD/x[31][2]:Q,
test_0/u100/n_response_64_3_i_m3_1_wmux_0[6]:A,10744
test_0/u100/n_response_64_3_i_m3_1_wmux_0[6]:B,11647
test_0/u100/n_response_64_3_i_m3_1_wmux_0[6]:C,11903
test_0/u100/n_response_64_3_i_m3_1_wmux_0[6]:D,11679
test_0/u100/n_response_64_3_i_m3_1_wmux_0[6]:FCI,
test_0/u100/n_response_64_3_i_m3_1_wmux_0[6]:Y,10744
test_0/u100/UADC/addr[5]:ALn,
test_0/u100/UADC/addr[5]:CLK,
test_0/u100/UADC/addr[5]:D,9751
test_0/u100/UADC/addr[5]:EN,12877
test_0/u100/UADC/addr[5]:Q,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_0:A,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_0:B,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_0:C,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_0:FCI,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_0:FCO,
test_0/uGEN_DDS/U100/UCORD/_l22.x[23]_4_cry_0:S,
test_0/uGEN_DDS/U100/UCORD/_l7.x[8]_4_cry_16:A,
test_0/uGEN_DDS/U100/UCORD/_l7.x[8]_4_cry_16:B,
test_0/uGEN_DDS/U100/UCORD/_l7.x[8]_4_cry_16:C,
test_0/uGEN_DDS/U100/UCORD/_l7.x[8]_4_cry_16:FCI,
test_0/uGEN_DDS/U100/UCORD/_l7.x[8]_4_cry_16:FCO,
test_0/uGEN_DDS/U100/UCORD/_l7.x[8]_4_cry_16:S,
test_0/uGEN_DDS/U100/UCORD/y[17][15]:ALn,
test_0/uGEN_DDS/U100/UCORD/y[17][15]:CLK,
test_0/uGEN_DDS/U100/UCORD/y[17][15]:D,
test_0/uGEN_DDS/U100/UCORD/y[17][15]:Q,
test_0/uGEN_DDS/U100/UCORD/y[17][1]:ALn,
test_0/uGEN_DDS/U100/UCORD/y[17][1]:CLK,
test_0/uGEN_DDS/U100/UCORD/y[17][1]:D,
test_0/uGEN_DDS/U100/UCORD/y[17][1]:Q,
test_0/uGEN_DDS/U100/WideMult_2/U0/CFG_3:IPB,
test_0/uGEN_DDS/U100/WideMult_2/U0/CFG_3:IPC,
test_0/uGEN_DDS/U100/WideMult_2/U0/CFG_3:IPD,
test_0/uGEN_DDS/U100/WideMult_2_2/U0/FF_29:IPENn,
test_0/uGEN_DDS/U100/UCORD/z[2]_4_cry_25_FCINST1:CO,
test_0/uGEN_DDS/U100/UCORD/z[2]_4_cry_25_FCINST1:FCI,
test_0/uGEN_DDS/U100/UCORD/_l23.y[24]_4_cry_25:A,
test_0/uGEN_DDS/U100/UCORD/_l23.y[24]_4_cry_25:B,
test_0/uGEN_DDS/U100/UCORD/_l23.y[24]_4_cry_25:C,
test_0/uGEN_DDS/U100/UCORD/_l23.y[24]_4_cry_25:FCI,
test_0/uGEN_DDS/U100/UCORD/_l23.y[24]_4_cry_25:FCO,
test_0/uGEN_DDS/U100/UCORD/_l23.y[24]_4_cry_25:S,
test_0/uGEN_DDS/cnt[5]:ALn,
test_0/uGEN_DDS/cnt[5]:CLK,11987
test_0/uGEN_DDS/cnt[5]:D,13743
test_0/uGEN_DDS/cnt[5]:Q,11987
test_0/uGEN_DDS/U100/UCORD/_l17.y[18]_4_cry_35:A,
test_0/uGEN_DDS/U100/UCORD/_l17.y[18]_4_cry_35:B,
test_0/uGEN_DDS/U100/UCORD/_l17.y[18]_4_cry_35:C,
test_0/uGEN_DDS/U100/UCORD/_l17.y[18]_4_cry_35:FCI,
test_0/uGEN_DDS/U100/UCORD/_l17.y[18]_4_cry_35:FCO,
test_0/uGEN_DDS/U100/UCORD/_l17.y[18]_4_cry_35:S,
test_0/uGEN_DDS/U100/UCORD/y[13][21]:ALn,
test_0/uGEN_DDS/U100/UCORD/y[13][21]:CLK,
test_0/uGEN_DDS/U100/UCORD/y[13][21]:D,
test_0/uGEN_DDS/U100/UCORD/y[13][21]:Q,
test_0/u100/state[11]:ALn,
test_0/u100/state[11]:CLK,11685
test_0/u100/state[11]:D,11982
test_0/u100/state[11]:Q,11685
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_57:B,12067
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_57:IPA,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_57:IPB,12067
test_0/uGEN_DDS/U100/WideMult_0_0/U0/CFG_20:C,
test_0/uGEN_DDS/U100/WideMult_0_0/U0/CFG_20:IPB,
test_0/uGEN_DDS/U100/WideMult_0_0/U0/CFG_20:IPC,
test_0/uGEN_DDS/U100/UCORD/z[5]_1_cry_8:A,
test_0/uGEN_DDS/U100/UCORD/z[5]_1_cry_8:B,
test_0/uGEN_DDS/U100/UCORD/z[5]_1_cry_8:FCI,
test_0/uGEN_DDS/U100/UCORD/z[5]_1_cry_8:FCO,
test_0/uGEN_DDS/U100/UCORD/z[5]_1_cry_8:S,
test_0/uGEN_DDS/U100/UCORD/z[21]_1_cry_2:A,
test_0/uGEN_DDS/U100/UCORD/z[21]_1_cry_2:B,
test_0/uGEN_DDS/U100/UCORD/z[21]_1_cry_2:FCI,
test_0/uGEN_DDS/U100/UCORD/z[21]_1_cry_2:FCO,
test_0/uGEN_DDS/U100/UCORD/z[21]_1_cry_2:S,
test_0/uGEN_DDS/U100/UCORD/y[18][6]:ALn,
test_0/uGEN_DDS/U100/UCORD/y[18][6]:CLK,
test_0/uGEN_DDS/U100/UCORD/y[18][6]:D,
test_0/uGEN_DDS/U100/UCORD/y[18][6]:Q,
test_0/uGEN_DDS/U100/UCORD/z[5]_1_cry_4:A,
test_0/uGEN_DDS/U100/UCORD/z[5]_1_cry_4:B,
test_0/uGEN_DDS/U100/UCORD/z[5]_1_cry_4:FCI,
test_0/uGEN_DDS/U100/UCORD/z[5]_1_cry_4:FCO,
test_0/uGEN_DDS/U100/UCORD/z[5]_1_cry_4:S,
test_0/uGEN_DDS/U100/UCORD/_l20.y[21]_4_cry_29:A,
test_0/uGEN_DDS/U100/UCORD/_l20.y[21]_4_cry_29:B,
test_0/uGEN_DDS/U100/UCORD/_l20.y[21]_4_cry_29:C,
test_0/uGEN_DDS/U100/UCORD/_l20.y[21]_4_cry_29:FCI,
test_0/uGEN_DDS/U100/UCORD/_l20.y[21]_4_cry_29:FCO,
test_0/uGEN_DDS/U100/UCORD/_l20.y[21]_4_cry_29:S,
test_0/uGEN_DDS/U100/UCORD/z[3][9]:ALn,
test_0/uGEN_DDS/U100/UCORD/z[3][9]:CLK,
test_0/uGEN_DDS/U100/UCORD/z[3][9]:D,
test_0/uGEN_DDS/U100/UCORD/z[3][9]:Q,
test_0/uGEN_DDS/U100/UCORD/x[2][9]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[2][9]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[2][9]:D,
test_0/uGEN_DDS/U100/UCORD/x[2][9]:Q,
test_0/uGEN_DDS/U100/UCORD/x[14][7]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[14][7]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[14][7]:D,
test_0/uGEN_DDS/U100/UCORD/x[14][7]:Q,
test_0/uGEN_DDS/U100/AX[68]:ALn,
test_0/uGEN_DDS/U100/AX[68]:CLK,
test_0/uGEN_DDS/U100/AX[68]:D,
test_0/uGEN_DDS/U100/AX[68]:EN,
test_0/uGEN_DDS/U100/AX[68]:Q,
test_0/uGEN_DDS/U100/AX[68]:SLn,
test_0/uGEN_DDS/U100/UCORD/z[6][18]:ALn,
test_0/uGEN_DDS/U100/UCORD/z[6][18]:CLK,
test_0/uGEN_DDS/U100/UCORD/z[6][18]:D,
test_0/uGEN_DDS/U100/UCORD/z[6][18]:Q,
test_0/uGEN_DDS/U100/UCORD/z[28]_1_cry_3:A,
test_0/uGEN_DDS/U100/UCORD/z[28]_1_cry_3:B,
test_0/uGEN_DDS/U100/UCORD/z[28]_1_cry_3:FCI,
test_0/uGEN_DDS/U100/UCORD/z[28]_1_cry_3:FCO,
test_0/uGEN_DDS/U100/UCORD/z[28]_1_cry_3:S,
test_0/uGEN_DDS/U100/UCORD/z[16][18]:ALn,
test_0/uGEN_DDS/U100/UCORD/z[16][18]:CLK,
test_0/uGEN_DDS/U100/UCORD/z[16][18]:D,
test_0/uGEN_DDS/U100/UCORD/z[16][18]:Q,
test_0/uGEN_DDS/U100/UCORD/y[20][26]:ALn,
test_0/uGEN_DDS/U100/UCORD/y[20][26]:CLK,
test_0/uGEN_DDS/U100/UCORD/y[20][26]:D,
test_0/uGEN_DDS/U100/UCORD/y[20][26]:Q,
test_0/uGEN_DDS/U100/UCORD/_l28.x[29]_4_cry_16:A,
test_0/uGEN_DDS/U100/UCORD/_l28.x[29]_4_cry_16:B,
test_0/uGEN_DDS/U100/UCORD/_l28.x[29]_4_cry_16:C,
test_0/uGEN_DDS/U100/UCORD/_l28.x[29]_4_cry_16:FCI,
test_0/uGEN_DDS/U100/UCORD/_l28.x[29]_4_cry_16:FCO,
test_0/uGEN_DDS/U100/UCORD/_l28.x[29]_4_cry_16:S,
test_0/uGEN_DDS/U100/UCORD/x[3][25]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[3][25]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[3][25]:D,
test_0/uGEN_DDS/U100/UCORD/x[3][25]:Q,
test_0/uGEN_DDS/U100/UCORD/x[26][20]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[26][20]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[26][20]:D,
test_0/uGEN_DDS/U100/UCORD/x[26][20]:Q,
test_0/u100/n_response_64_3_1_0_wmux[2]:A,11061
test_0/u100/n_response_64_3_1_0_wmux[2]:B,10953
test_0/u100/n_response_64_3_1_0_wmux[2]:C,11199
test_0/u100/n_response_64_3_1_0_wmux[2]:D,10940
test_0/u100/n_response_64_3_1_0_wmux[2]:FCO,
test_0/u100/n_response_64_3_1_0_wmux[2]:Y,10940
test_0/u100/UADC/read_addr[4]:ALn,
test_0/u100/UADC/read_addr[4]:CLK,10588
test_0/u100/UADC/read_addr[4]:D,13223
test_0/u100/UADC/read_addr[4]:EN,13245
test_0/u100/UADC/read_addr[4]:Q,10588
test_0/u100/sound_card_ctrl[7]:ALn,
test_0/u100/sound_card_ctrl[7]:CLK,9914
test_0/u100/sound_card_ctrl[7]:D,10710
test_0/u100/sound_card_ctrl[7]:EN,10730
test_0/u100/sound_card_ctrl[7]:Q,9914
test_0/UG4/U0/U_IOENFF:A,
test_0/UG4/U0/U_IOENFF:Y,
test_0/uGEN_DDS/U100/UCORD/y[10][4]:ALn,
test_0/uGEN_DDS/U100/UCORD/y[10][4]:CLK,
test_0/uGEN_DDS/U100/UCORD/y[10][4]:D,
test_0/uGEN_DDS/U100/UCORD/y[10][4]:Q,
test_0/uGEN_DDS/U100/UCORD/x[8][14]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[8][14]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[8][14]:D,
test_0/uGEN_DDS/U100/UCORD/x[8][14]:Q,
test_0/uGEN_DDS/U100/UCORD/z[25][21]:ALn,
test_0/uGEN_DDS/U100/UCORD/z[25][21]:CLK,
test_0/uGEN_DDS/U100/UCORD/z[25][21]:D,
test_0/uGEN_DDS/U100/UCORD/z[25][21]:Q,
test_0/u100/UD100/n_bits_9[3]:A,10943
test_0/u100/UD100/n_bits_9[3]:B,13083
test_0/u100/UD100/n_bits_9[3]:C,12893
test_0/u100/UD100/n_bits_9[3]:Y,10943
test_0/uGEN_DDS/U100/WideMult_1/U0/FF_8:IPCLKn,
test_0/uGEN_DDS/U100/WideMult_1/U0/FF_8:IPENn,
test_0/u100/dspr1[0]:ALn,
test_0/u100/dspr1[0]:CLK,10993
test_0/u100/dspr1[0]:D,14794
test_0/u100/dspr1[0]:EN,12495
test_0/u100/dspr1[0]:Q,10993
test_0/uGEN_DDS/U100/UCORD/_l17.x[18]_4_cry_34:A,
test_0/uGEN_DDS/U100/UCORD/_l17.x[18]_4_cry_34:B,
test_0/uGEN_DDS/U100/UCORD/_l17.x[18]_4_cry_34:C,
test_0/uGEN_DDS/U100/UCORD/_l17.x[18]_4_cry_34:FCI,
test_0/uGEN_DDS/U100/UCORD/_l17.x[18]_4_cry_34:FCO,
test_0/uGEN_DDS/U100/UCORD/_l17.x[18]_4_cry_34:S,
test_0/uGEN_DDS/U100/UCORD/z[29][27]:ALn,
test_0/uGEN_DDS/U100/UCORD/z[29][27]:CLK,
test_0/uGEN_DDS/U100/UCORD/z[29][27]:D,
test_0/uGEN_DDS/U100/UCORD/z[29][27]:Q,
test_0/uGEN_DDS/U100/UCORD/z[28][27]:ALn,
test_0/uGEN_DDS/U100/UCORD/z[28][27]:CLK,
test_0/uGEN_DDS/U100/UCORD/z[28][27]:D,
test_0/uGEN_DDS/U100/UCORD/z[28][27]:Q,
test_0/u100/n_response_375[5]:A,13140
test_0/u100/n_response_375[5]:B,8003
test_0/u100/n_response_375[5]:C,8764
test_0/u100/n_response_375[5]:Y,8003
test_0/uGEN_DDS/U100/UCORD/_l13.y[14]_4_cry_15:A,
test_0/uGEN_DDS/U100/UCORD/_l13.y[14]_4_cry_15:B,
test_0/uGEN_DDS/U100/UCORD/_l13.y[14]_4_cry_15:C,
test_0/uGEN_DDS/U100/UCORD/_l13.y[14]_4_cry_15:FCI,
test_0/uGEN_DDS/U100/UCORD/_l13.y[14]_4_cry_15:FCO,
test_0/uGEN_DDS/U100/UCORD/_l13.y[14]_4_cry_15:S,
test_0/uGEN_DDS/U100/UCORD/y[22][21]:ALn,
test_0/uGEN_DDS/U100/UCORD/y[22][21]:CLK,
test_0/uGEN_DDS/U100/UCORD/y[22][21]:D,
test_0/uGEN_DDS/U100/UCORD/y[22][21]:Q,
test_0/uGEN_DDS/U100/UCORD/y[19][3]:ALn,
test_0/uGEN_DDS/U100/UCORD/y[19][3]:CLK,
test_0/uGEN_DDS/U100/UCORD/y[19][3]:D,
test_0/uGEN_DDS/U100/UCORD/y[19][3]:Q,
test_0/uGEN_DDS/U100/UCORD/_l28.x[29]_4_cry_19:A,
test_0/uGEN_DDS/U100/UCORD/_l28.x[29]_4_cry_19:B,
test_0/uGEN_DDS/U100/UCORD/_l28.x[29]_4_cry_19:C,
test_0/uGEN_DDS/U100/UCORD/_l28.x[29]_4_cry_19:FCI,
test_0/uGEN_DDS/U100/UCORD/_l28.x[29]_4_cry_19:FCO,
test_0/uGEN_DDS/U100/UCORD/_l28.x[29]_4_cry_19:S,
test_0/uGEN_DDS/U100/UCORD/_l2.y[3]_4_cry_3:A,
test_0/uGEN_DDS/U100/UCORD/_l2.y[3]_4_cry_3:B,
test_0/uGEN_DDS/U100/UCORD/_l2.y[3]_4_cry_3:C,
test_0/uGEN_DDS/U100/UCORD/_l2.y[3]_4_cry_3:FCI,
test_0/uGEN_DDS/U100/UCORD/_l2.y[3]_4_cry_3:FCO,
test_0/uGEN_DDS/U100/UCORD/_l2.y[3]_4_cry_3:S,
